"","Municipality","Fertility.Rate","socio_economic_class","Age","Children","Age_Group"
"2224","Aarhus",1.42052047469813,"3",49,4,"2529"
"2225","Aarhus",1.42052047469813,"3",49,4,"2529"
"2226","Aarhus",1.42052047469813,"3",49,4,"3034"
"2227","Aarhus",1.42052047469813,"3",49,4,"3539"
"2228","Aarhus",1.64197148515826,"3",49,3,"3539"
"2229","Aarhus",1.64197148515826,"3",49,3,"3539"
"2230","Aarhus",1.64197148515826,"3",49,3,"3539"
"2231","Aarhus",1.44793241487401,"3",49,1,"2529"
"2232","Aarhus",1.54331989028424,"3",49,4,"2529"
"2233","Aarhus",1.54331989028424,"3",49,4,"2529"
"2234","Aarhus",1.54331989028424,"3",49,4,"3034"
"2235","Aarhus",1.54331989028424,"3",49,4,"3034"
"2236","Aarhus",1.8310076959899,"3",49,3,"2529"
"2237","Aarhus",1.8310076959899,"3",49,3,"2529"
"2238","Aarhus",1.8310076959899,"3",49,3,"3034"
"2239","Aarhus",1.7218792379253,"3",49,3,"2529"
"2240","Aarhus",1.7218792379253,"3",49,3,"2529"
"2241","Aarhus",1.7218792379253,"3",49,3,"3034"
"2242","Aarhus",1.60237547050673,"3",49,1,"3034"
"2243","Aarhus",1.64784695808552,"2",49,1,"2529"
"2244","Aarhus",1.8607085036233,"2",49,3,"2529"
"2245","Aarhus",1.8607085036233,"2",49,3,"3034"
"2246","Aarhus",1.8607085036233,"2",49,3,"3539"
"2247","Aarhus",1.87249497681533,"3",49,2,"3034"
"2248","Aarhus",1.87249497681533,"3",49,2,"3539"
"2249","Aarhus",1.86664818156652,"3",49,1,"2529"
"2250","Aarhus",1.40951478963352,"2",49,1,"2529"
"2251","Aarhus",1.82032834939187,"3",49,1,"2024"
"2252","Aarhus",1.57276839632953,"1",49,1,"4044"
"2253","Aarhus",1.69166696764381,"3",49,1,"3539"
"2254","Aarhus",1.88115728700521,"1",49,1,"3034"
"2255","Aarhus",1.32815237457544,"3",49,3,"2024"
"2256","Aarhus",1.32815237457544,"3",49,3,"2529"
"2257","Aarhus",1.32815237457544,"3",49,3,"3034"
"2258","Aarhus",1.65318909164439,"2",49,1,"2529"
"2259","Aarhus",1.67228444009867,"3",49,1,"2529"
"2260","Aarhus",1.77575762788622,"1",49,3,"2529"
"2261","Aarhus",1.77575762788622,"1",49,3,"2529"
"2262","Aarhus",1.77575762788622,"1",49,3,"3034"
"2263","Aarhus",1.54894690986291,"3",49,3,"2529"
"2264","Aarhus",1.54894690986291,"3",49,3,"3539"
"2265","Aarhus",1.54894690986291,"3",49,3,"4044"
"2266","Aarhus",1.59797873376139,"3",49,2,"2024"
"2267","Aarhus",1.59797873376139,"3",49,2,"2529"
"2268","Aarhus",1.6717729898938,"2",49,3,"2529"
"2269","Aarhus",1.6717729898938,"2",49,3,"3034"
"2270","Aarhus",1.6717729898938,"2",49,3,"4044"
"2271","Aarhus",1.51675091724929,"3",49,3,"3034"
"2272","Aarhus",1.51675091724929,"3",49,3,"3034"
"2273","Aarhus",1.51675091724929,"3",49,3,"3539"
"2274","Aarhus",1.79319088078415,"1",49,3,"2024"
"2275","Aarhus",1.79319088078415,"1",49,3,"3034"
"2276","Aarhus",1.79319088078415,"1",49,3,"3034"
"2277","Aarhus",1.58854104235876,"3",49,1,"3539"
"2278","Aarhus",1.58715773555755,"3",49,3,"2529"
"2279","Aarhus",1.58715773555755,"3",49,3,"3034"
"2280","Aarhus",1.58715773555755,"3",49,3,"3034"
"2281","Aarhus",1.52972036405054,"3",49,4,"2529"
"2282","Aarhus",1.52972036405054,"3",49,4,"2529"
"2283","Aarhus",1.52972036405054,"3",49,4,"2529"
"2284","Aarhus",1.52972036405054,"3",49,4,"3539"
"2285","Aarhus",1.93602625095987,"3",49,1,"3034"
"2286","Aarhus",1.50758782444648,"1",49,1,"4044"
"2287","Aarhus",1.5305870608744,"2",49,2,"2529"
"2288","Aarhus",1.5305870608744,"2",49,2,"3034"
"2289","Aarhus",1.57238629487287,"3",49,6,"2529"
"2290","Aarhus",1.57238629487287,"3",49,6,"2529"
"2291","Aarhus",1.57238629487287,"3",49,6,"2529"
"2292","Aarhus",1.57238629487287,"3",49,6,"3034"
"2293","Aarhus",1.57238629487287,"3",49,6,"3539"
"2294","Aarhus",1.57238629487287,"3",49,6,"3539"
"2295","Aarhus",1.54466955644264,"1",49,2,"2024"
"2296","Aarhus",1.54466955644264,"1",49,2,"3539"
"2297","Aarhus",1.46998978364261,"3",49,1,"3034"
"2298","Aarhus",1.53985130883838,"3",49,4,"2529"
"2299","Aarhus",1.53985130883838,"3",49,4,"2529"
"2300","Aarhus",1.53985130883838,"3",49,4,"3034"
"2301","Aarhus",1.53985130883838,"3",49,4,"3034"
"2302","Aarhus",1.83099459935365,"3",49,2,"2529"
"2303","Aarhus",1.83099459935365,"3",49,2,"2529"
"2304","Aarhus",1.63442632613175,"3",49,2,"2529"
"2305","Aarhus",1.63442632613175,"3",49,2,"4044"
"2306","Aarhus",1.52681599140566,"3",49,3,"3034"
"2307","Aarhus",1.52681599140566,"3",49,3,"3034"
"2308","Aarhus",1.52681599140566,"3",49,3,"3034"
"2309","Aarhus",1.43516864835678,"1",49,2,"2529"
"2310","Aarhus",1.43516864835678,"1",49,2,"3539"
"2311","Aarhus",1.55497585811978,"3",49,1,"3034"
"2312","Aarhus",1.85645979105435,"1",49,1,"3034"
"2313","Aarhus",1.66722982450816,"2",49,2,"1519"
"2314","Aarhus",1.66722982450816,"2",49,2,"3034"
"2315","Aarhus",1.45378136742709,"3",49,4,"3034"
"2316","Aarhus",1.45378136742709,"3",49,4,"3034"
"2317","Aarhus",1.45378136742709,"3",49,4,"3539"
"2318","Aarhus",1.45378136742709,"3",49,4,"4044"
"2319","Aarhus",1.78520925921758,"3",49,5,"2529"
"2320","Aarhus",1.78520925921758,"3",49,5,"3034"
"2321","Aarhus",1.78520925921758,"3",49,5,"3034"
"2322","Aarhus",1.78520925921758,"3",49,5,"3539"
"2323","Aarhus",1.78520925921758,"3",49,5,"3539"
"2324","Aarhus",1.40884391554152,"3",49,1,"3539"
"2325","Aarhus",1.83462830561177,"3",49,6,"2529"
"2326","Aarhus",1.83462830561177,"3",49,6,"3034"
"2327","Aarhus",1.83462830561177,"3",49,6,"3034"
"2328","Aarhus",1.83462830561177,"3",49,6,"3034"
"2329","Aarhus",1.83462830561177,"3",49,6,"3034"
"2330","Aarhus",1.83462830561177,"3",49,6,"4044"
"2331","Aarhus",1.73397312934533,"3",49,3,"2024"
"2332","Aarhus",1.73397312934533,"3",49,3,"2529"
"2333","Aarhus",1.73397312934533,"3",49,3,"3539"
"2334","Aarhus",1.67859101044886,"3",49,1,"4044"
"2335","Aarhus",1.87457277025361,"3",49,3,"2529"
"2336","Aarhus",1.87457277025361,"3",49,3,"3034"
"2337","Aarhus",1.87457277025361,"3",49,3,"4044"
"2338","Aarhus",1.248785022702,"3",49,1,"3034"
"2339","Aarhus",1.45288263420215,"3",49,3,"3034"
"2340","Aarhus",1.45288263420215,"3",49,3,"3539"
"2341","Aarhus",1.45288263420215,"3",49,3,"4044"
"2342","Aarhus",1.41372627391347,"3",49,2,"2529"
"2343","Aarhus",1.41372627391347,"3",49,2,"3034"
"2344","Aarhus",1.85946479338534,"3",49,3,"2529"
"2345","Aarhus",1.85946479338534,"3",49,3,"2529"
"2346","Aarhus",1.85946479338534,"3",49,3,"3539"
"2347","Aarhus",1.61747396584318,"3",49,3,"3034"
"2348","Aarhus",1.61747396584318,"3",49,3,"3034"
"2349","Aarhus",1.61747396584318,"3",49,3,"3539"
"2350","Aarhus",1.85749857968012,"2",49,4,"2024"
"2351","Aarhus",1.85749857968012,"2",49,4,"2024"
"2352","Aarhus",1.85749857968012,"2",49,4,"2529"
"2353","Aarhus",1.85749857968012,"2",49,4,"3539"
"2354","Aarhus",1.77567009269614,"2",49,3,"2024"
"2355","Aarhus",1.77567009269614,"2",49,3,"2529"
"2356","Aarhus",1.77567009269614,"2",49,3,"2529"
"2357","Aarhus",1.56295571082989,"3",49,3,"2024"
"2358","Aarhus",1.56295571082989,"3",49,3,"2529"
"2359","Aarhus",1.56295571082989,"3",49,3,"2529"
"2360","Aarhus",1.50977979008344,"2",49,3,"2529"
"2361","Aarhus",1.50977979008344,"2",49,3,"3539"
"2362","Aarhus",1.50977979008344,"2",49,3,"3539"
"2363","Aarhus",1.50664183692253,"3",49,1,"2529"
"2364","Aarhus",1.54088615215134,"3",49,1,"2529"
"2365","Aarhus",1.80870402320674,"3",49,6,"2024"
"2366","Aarhus",1.80870402320674,"3",49,6,"2529"
"2367","Aarhus",1.80870402320674,"3",49,6,"2529"
"2368","Aarhus",1.80870402320674,"3",49,6,"3034"
"2369","Aarhus",1.80870402320674,"3",49,6,"3034"
"2370","Aarhus",1.80870402320674,"3",49,6,"3539"
"2371","Aarhus",1.64049028909751,"2",49,2,"2529"
"2372","Aarhus",1.64049028909751,"2",49,2,"2529"
"2373","Aarhus",1.76983674407583,"3",49,4,"2529"
"2374","Aarhus",1.76983674407583,"3",49,4,"2529"
"2375","Aarhus",1.76983674407583,"3",49,4,"3034"
"2376","Aarhus",1.76983674407583,"3",49,4,"3539"
"2377","Aarhus",1.68351960268856,"3",49,2,"2529"
"2378","Aarhus",1.68351960268856,"3",49,2,"3539"
"2379","Aarhus",1.58607857468638,"3",49,1,"3034"
"2380","Aarhus",1.65244405743591,"1",49,2,"2024"
"2381","Aarhus",1.65244405743591,"1",49,2,"3034"
"2382","Aarhus",1.45775975981858,"2",49,2,"2529"
"2383","Aarhus",1.45775975981858,"2",49,2,"3034"
"2384","Aarhus",1.52014899707038,"3",49,4,"2024"
"2385","Aarhus",1.52014899707038,"3",49,4,"2529"
"2386","Aarhus",1.52014899707038,"3",49,4,"3034"
"2387","Aarhus",1.52014899707038,"3",49,4,"3034"
"2388","Aarhus",1.77545804628452,"3",49,1,"3034"
"2389","Aarhus",1.49216553543783,"3",49,1,"3034"
"2390","Aarhus",1.5761960829496,"3",49,2,"2024"
"2391","Aarhus",1.5761960829496,"3",49,2,"2529"
"2392","Aarhus",1.50955402035322,"1",49,2,"2024"
"2393","Aarhus",1.50955402035322,"1",49,2,"2529"
"2394","Aarhus",1.69936005249246,"3",49,1,"2024"
"2395","Aarhus",1.68876143657291,"3",49,2,"2529"
"2396","Aarhus",1.68876143657291,"3",49,2,"3034"
"2397","Aarhus",2.0151313386427,"1",49,4,"2024"
"2398","Aarhus",2.0151313386427,"1",49,4,"2529"
"2399","Aarhus",2.0151313386427,"1",49,4,"3034"
"2400","Aarhus",2.0151313386427,"1",49,4,"3034"
"2401","Aarhus",1.64215217791573,"3",49,2,"2024"
"2402","Aarhus",1.64215217791573,"3",49,2,"4549"
"2403","Aarhus",1.68576985105426,"3",49,1,"3034"
"2404","Aarhus",1.70209798704256,"1",49,3,"2529"
"2405","Aarhus",1.70209798704256,"1",49,3,"3034"
"2406","Aarhus",1.70209798704256,"1",49,3,"3034"
"2407","Aarhus",1.7632212112821,"3",49,1,"2529"
"2408","Aarhus",1.58873268874297,"3",49,1,"3034"
"2409","Aarhus",1.45358611133517,"1",49,1,"3034"
"2410","Aarhus",1.57101373533467,"1",49,2,"2529"
"2411","Aarhus",1.57101373533467,"1",49,2,"2529"
"2412","Aarhus",1.4454496098272,"2",49,3,"2529"
"2413","Aarhus",1.4454496098272,"2",49,3,"2529"
"2414","Aarhus",1.4454496098272,"2",49,3,"3034"
"2415","Aarhus",1.675558834616,"3",49,5,"2529"
"2416","Aarhus",1.675558834616,"3",49,5,"3034"
"2417","Aarhus",1.675558834616,"3",49,5,"3034"
"2418","Aarhus",1.675558834616,"3",49,5,"3034"
"2419","Aarhus",1.675558834616,"3",49,5,"3539"
"2420","Aarhus",1.59588151775839,"1",49,1,"2529"
"2421","Aarhus",1.82191327946092,"3",49,7,"1519"
"2422","Aarhus",1.82191327946092,"3",49,7,"2024"
"2423","Aarhus",1.82191327946092,"3",49,7,"2529"
"2424","Aarhus",1.82191327946092,"3",49,7,"2529"
"2425","Aarhus",1.82191327946092,"3",49,7,"3034"
"2426","Aarhus",1.82191327946092,"3",49,7,"3034"
"2427","Aarhus",1.82191327946092,"3",49,7,"4044"
"2428","Aarhus",1.55940934644209,"3",49,1,"3034"
"2429","Aarhus",1.60266655196769,"3",49,2,"2024"
"2430","Aarhus",1.60266655196769,"3",49,2,"2529"
"2431","Aarhus",1.67102708024522,"1",49,7,"1519"
"2432","Aarhus",1.67102708024522,"1",49,7,"2024"
"2433","Aarhus",1.67102708024522,"1",49,7,"2529"
"2434","Aarhus",1.67102708024522,"1",49,7,"2529"
"2435","Aarhus",1.67102708024522,"1",49,7,"2529"
"2436","Aarhus",1.67102708024522,"1",49,7,"3034"
"2437","Aarhus",1.67102708024522,"1",49,7,"3034"
"2438","Aarhus",1.92899496027833,"3",49,2,"2024"
"2439","Aarhus",1.92899496027833,"3",49,2,"3034"
"2440","Aarhus",1.5391843443537,"3",49,2,"3034"
"2441","Aarhus",1.5391843443537,"3",49,2,"3034"
"2442","Aarhus",1.63832813180224,"3",49,1,"4549"
"2443","Aarhus",1.64750706643702,"3",49,3,"3034"
"2444","Aarhus",1.64750706643702,"3",49,3,"3034"
"2445","Aarhus",1.64750706643702,"3",49,3,"3539"
"2446","Aarhus",1.56488778555742,"3",49,3,"3034"
"2447","Aarhus",1.56488778555742,"3",49,3,"3034"
"2448","Aarhus",1.56488778555742,"3",49,3,"3539"
"2449","Aarhus",1.52478882318179,"2",49,1,"3034"
"2450","Aarhus",1.62573658995987,"3",49,5,"2529"
"2451","Aarhus",1.62573658995987,"3",49,5,"2529"
"2452","Aarhus",1.62573658995987,"3",49,5,"3034"
"2453","Aarhus",1.62573658995987,"3",49,5,"3034"
"2454","Aarhus",1.62573658995987,"3",49,5,"3539"
"2455","Aarhus",1.6113058226831,"2",49,3,"2529"
"2456","Aarhus",1.6113058226831,"2",49,3,"2529"
"2457","Aarhus",1.6113058226831,"2",49,3,"4044"
"2458","Aarhus",1.58584574285341,"3",49,2,"2024"
"2459","Aarhus",1.58584574285341,"3",49,2,"2529"
"2460","Aarhus",1.54036243409693,"3",49,4,"2529"
"2461","Aarhus",1.54036243409693,"3",49,4,"3034"
"2462","Aarhus",1.54036243409693,"3",49,4,"3034"
"2463","Aarhus",1.54036243409693,"3",49,4,"4044"
"2464","Aarhus",1.78357598437819,"2",49,1,"3539"
"2465","Aarhus",1.72289654538991,"3",49,1,"3034"
"2466","Aarhus",1.74504384105806,"3",49,1,"2529"
"2467","Aarhus",1.75775593371566,"3",49,1,"3034"
"2468","Aarhus",1.43312279557405,"1",49,3,"2529"
"2469","Aarhus",1.43312279557405,"1",49,3,"3034"
"2470","Aarhus",1.43312279557405,"1",49,3,"3034"
"2471","Aarhus",1.29164092927142,"1",49,1,"3539"
"2472","Aarhus",1.69589858755898,"3",49,1,"3034"
"2473","Aarhus",1.55662136368551,"1",49,2,"3034"
"2474","Aarhus",1.55662136368551,"1",49,2,"3034"
"2475","Aarhus",1.77289866022123,"2",49,1,"3539"
"2476","Aarhus",1.39499022069084,"3",49,3,"2024"
"2477","Aarhus",1.39499022069084,"3",49,3,"3034"
"2478","Aarhus",1.39499022069084,"3",49,3,"4044"
"2479","Aarhus",1.22380813030362,"1",49,2,"2529"
"2480","Aarhus",1.22380813030362,"1",49,2,"3034"
"2481","Aarhus",1.46726770812915,"2",49,2,"2024"
"2482","Aarhus",1.46726770812915,"2",49,2,"2529"
"2483","Aarhus",1.31497810563719,"2",49,1,"2529"
"2484","Aarhus",1.76579996558973,"3",49,1,"3034"
"2485","Aarhus",1.38167851027328,"2",49,1,"4549"
"2486","Aarhus",1.6263663563652,"1",49,2,"3034"
"2487","Aarhus",1.6263663563652,"1",49,2,"3539"
"2488","Aarhus",1.87856609543894,"3",49,1,"2529"
"2489","Aarhus",1.8269523156218,"3",49,2,"1519"
"2490","Aarhus",1.8269523156218,"3",49,2,"2529"
"2491","Aarhus",1.54430786459597,"3",49,4,"2529"
"2492","Aarhus",1.54430786459597,"3",49,4,"2529"
"2493","Aarhus",1.54430786459597,"3",49,4,"3034"
"2494","Aarhus",1.54430786459597,"3",49,4,"3539"
"2495","Aarhus",1.81499678956858,"3",49,1,"3034"
"2496","Aarhus",1.75584242371067,"1",49,3,"2529"
"2497","Aarhus",1.75584242371067,"1",49,3,"2529"
"2498","Aarhus",1.75584242371067,"1",49,3,"2529"
"2499","Aarhus",1.43201829579911,"3",49,1,"2529"
"2500","Aarhus",1.79340292924592,"3",49,2,"2024"
"2501","Aarhus",1.79340292924592,"3",49,2,"3034"
"2502","Aarhus",1.66167888234408,"1",49,3,"2024"
"2503","Aarhus",1.66167888234408,"1",49,3,"3034"
"2504","Aarhus",1.66167888234408,"1",49,3,"3034"
"2505","Aarhus",1.3107113261649,"3",49,1,"2529"
"2506","Aarhus",1.57458870022819,"3",49,4,"2529"
"2507","Aarhus",1.57458870022819,"3",49,4,"2529"
"2508","Aarhus",1.57458870022819,"3",49,4,"3034"
"2509","Aarhus",1.57458870022819,"3",49,4,"3539"
"2510","Aarhus",1.56217437205994,"3",49,5,"2024"
"2511","Aarhus",1.56217437205994,"3",49,5,"2529"
"2512","Aarhus",1.56217437205994,"3",49,5,"2529"
"2513","Aarhus",1.56217437205994,"3",49,5,"3539"
"2514","Aarhus",1.56217437205994,"3",49,5,"3539"
"2515","Aarhus",1.95620273997195,"3",49,4,"1519"
"2516","Aarhus",1.95620273997195,"3",49,4,"3034"
"2517","Aarhus",1.95620273997195,"3",49,4,"3034"
"2518","Aarhus",1.95620273997195,"3",49,4,"4044"
"2519","Aarhus",1.32730149199309,"3",49,2,"1519"
"2520","Aarhus",1.32730149199309,"3",49,2,"3034"
"2521","Aarhus",1.70122871108855,"2",49,3,"1519"
"2522","Aarhus",1.70122871108855,"2",49,3,"2529"
"2523","Aarhus",1.70122871108855,"2",49,3,"3034"
"2524","Aarhus",1.50023338940507,"1",49,3,"2529"
"2525","Aarhus",1.50023338940507,"1",49,3,"2529"
"2526","Aarhus",1.50023338940507,"1",49,3,"3034"
"2527","Aarhus",1.55980382615516,"3",49,3,"1519"
"2528","Aarhus",1.55980382615516,"3",49,3,"2529"
"2529","Aarhus",1.55980382615516,"3",49,3,"3034"
"2530","Aarhus",1.58930877716976,"3",49,1,"3034"
"2531","Aarhus",1.53773980910161,"3",49,2,"2529"
"2532","Aarhus",1.53773980910161,"3",49,2,"3034"
"2533","Aarhus",1.67112866404799,"3",49,1,"2529"
"2534","Aarhus",1.26561684463429,"2",49,2,"1519"
"2535","Aarhus",1.26561684463429,"2",49,2,"2529"
"2536","Aarhus",1.69854794280528,"3",49,4,"2529"
"2537","Aarhus",1.69854794280528,"3",49,4,"3034"
"2538","Aarhus",1.69854794280528,"3",49,4,"3034"
"2539","Aarhus",1.69854794280528,"3",49,4,"3034"
"2540","Aarhus",1.69165777105981,"2",49,1,"3034"
"2541","Aarhus",1.38395622460108,"3",49,5,"2529"
"2542","Aarhus",1.38395622460108,"3",49,5,"2529"
"2543","Aarhus",1.38395622460108,"3",49,5,"3034"
"2544","Aarhus",1.38395622460108,"3",49,5,"3034"
"2545","Aarhus",1.38395622460108,"3",49,5,"4044"
"2546","Aarhus",1.72959089276038,"2",49,1,"2024"
"2547","Aarhus",1.56591725203601,"2",49,1,"2024"
"2548","Aarhus",1.45071679753229,"2",49,1,"3034"
"2549","Aarhus",1.45928076110395,"3",49,4,"2024"
"2550","Aarhus",1.45928076110395,"3",49,4,"2024"
"2551","Aarhus",1.45928076110395,"3",49,4,"2529"
"2552","Aarhus",1.45928076110395,"3",49,4,"3034"
"2553","Aarhus",1.66323982466889,"1",49,3,"2529"
"2554","Aarhus",1.66323982466889,"1",49,3,"3034"
"2555","Aarhus",1.66323982466889,"1",49,3,"4044"
"2556","Aarhus",1.4921916736358,"3",49,1,"3539"
"2557","Aarhus",1.83402049804527,"1",49,3,"2024"
"2558","Aarhus",1.83402049804527,"1",49,3,"2529"
"2559","Aarhus",1.83402049804527,"1",49,3,"2529"
"2560","Aarhus",1.71215600870422,"3",49,3,"2529"
"2561","Aarhus",1.71215600870422,"3",49,3,"3034"
"2562","Aarhus",1.71215600870422,"3",49,3,"3539"
"2563","Aarhus",1.56684080683801,"1",49,1,"2529"
"2564","Aarhus",1.51847893967134,"1",49,1,"3034"
"2565","Aarhus",1.42644068259958,"2",49,5,"2529"
"2566","Aarhus",1.42644068259958,"2",49,5,"2529"
"2567","Aarhus",1.42644068259958,"2",49,5,"3034"
"2568","Aarhus",1.42644068259958,"2",49,5,"3034"
"2569","Aarhus",1.42644068259958,"2",49,5,"3539"
"2570","Aarhus",1.68860532717224,"3",49,3,"2529"
"2571","Aarhus",1.68860532717224,"3",49,3,"4044"
"2572","Aarhus",1.68860532717224,"3",49,3,"4044"
"2573","Aarhus",1.53289048864158,"1",49,3,"2529"
"2574","Aarhus",1.53289048864158,"1",49,3,"2529"
"2575","Aarhus",1.53289048864158,"1",49,3,"3034"
"2576","Aarhus",1.6323145610121,"3",49,2,"3034"
"2577","Aarhus",1.6323145610121,"3",49,2,"3539"
"2578","Aarhus",1.66750976894846,"2",49,4,"2024"
"2579","Aarhus",1.66750976894846,"2",49,4,"2529"
"2580","Aarhus",1.66750976894846,"2",49,4,"2529"
"2581","Aarhus",1.66750976894846,"2",49,4,"3034"
"2582","Aarhus",1.85014165093254,"1",49,1,"3034"
"2583","Aarhus",1.56449467740532,"3",49,4,"2529"
"2584","Aarhus",1.56449467740532,"3",49,4,"2529"
"2585","Aarhus",1.56449467740532,"3",49,4,"3034"
"2586","Aarhus",1.56449467740532,"3",49,4,"3034"
"2587","Aarhus",1.4987746294319,"3",49,2,"2024"
"2588","Aarhus",1.4987746294319,"3",49,2,"4044"
"2589","Aarhus",1.76456433923523,"3",49,2,"3539"
"2590","Aarhus",1.76456433923523,"3",49,2,"3539"
"2591","Aarhus",1.64968707660093,"3",49,1,"2529"
"2592","Aarhus",1.36778379608841,"3",49,4,"2529"
"2593","Aarhus",1.36778379608841,"3",49,4,"2529"
"2594","Aarhus",1.36778379608841,"3",49,4,"3034"
"2595","Aarhus",1.36778379608841,"3",49,4,"3539"
"2596","Aarhus",1.62832026537317,"3",49,1,"3034"
"2597","Aarhus",1.71636244347983,"3",49,1,"3034"
"2598","Aarhus",1.49465396109136,"3",49,1,"3034"
"2599","Aarhus",1.82721941672513,"2",49,1,"2024"
"2600","Aarhus",1.58317173833553,"3",49,2,"2024"
"2601","Aarhus",1.58317173833553,"3",49,2,"3034"
"2602","Aarhus",1.44505588214878,"2",49,5,"2024"
"2603","Aarhus",1.44505588214878,"2",49,5,"2529"
"2604","Aarhus",1.44505588214878,"2",49,5,"2529"
"2605","Aarhus",1.44505588214878,"2",49,5,"3034"
"2606","Aarhus",1.44505588214878,"2",49,5,"3034"
"2607","Aarhus",1.57852789884707,"3",49,4,"2024"
"2608","Aarhus",1.57852789884707,"3",49,4,"2529"
"2609","Aarhus",1.57852789884707,"3",49,4,"2529"
"2610","Aarhus",1.57852789884707,"3",49,4,"3034"
"2611","Aarhus",1.28596259360339,"3",49,3,"2024"
"2612","Aarhus",1.28596259360339,"3",49,3,"3034"
"2613","Aarhus",1.28596259360339,"3",49,3,"3034"
"2614","Aarhus",1.67334426546377,"2",49,4,"2024"
"2615","Aarhus",1.67334426546377,"2",49,4,"2529"
"2616","Aarhus",1.67334426546377,"2",49,4,"2529"
"2617","Aarhus",1.67334426546377,"2",49,4,"3539"
"2618","Aarhus",1.77813772124395,"2",49,1,"3034"
"2619","Albertslund",1.78381469523408,"3",49,3,"2529"
"2620","Albertslund",1.78381469523408,"3",49,3,"3034"
"2621","Albertslund",1.78381469523408,"3",49,3,"3034"
"2622","Albertslund",1.34492375190677,"1",49,1,"1519"
"2623","Albertslund",1.93639212808029,"3",49,2,"2529"
"2624","Albertslund",1.93639212808029,"3",49,2,"3034"
"2625","Albertslund",1.71913664234625,"1",49,4,"2024"
"2626","Albertslund",1.71913664234625,"1",49,4,"2529"
"2627","Albertslund",1.71913664234625,"1",49,4,"2529"
"2628","Albertslund",1.71913664234625,"1",49,4,"3539"
"2629","Albertslund",1.76975104424676,"3",49,1,"2529"
"2630","Albertslund",1.71741409165202,"1",49,3,"2024"
"2631","Albertslund",1.71741409165202,"1",49,3,"2529"
"2632","Albertslund",1.71741409165202,"1",49,3,"3034"
"2633","Albertslund",1.80333542067426,"2",49,5,"2024"
"2634","Albertslund",1.80333542067426,"2",49,5,"2529"
"2635","Albertslund",1.80333542067426,"2",49,5,"2529"
"2636","Albertslund",1.80333542067426,"2",49,5,"2529"
"2637","Albertslund",1.80333542067426,"2",49,5,"3034"
"2638","Albertslund",1.85740243092864,"2",49,1,"4044"
"2639","Albertslund",1.61857724806435,"3",49,1,"3034"
"2640","Albertslund",1.74088224337447,"3",49,1,"2529"
"2641","Albertslund",1.66928309903913,"1",49,2,"2529"
"2642","Albertslund",1.66928309903913,"1",49,2,"3034"
"2643","Albertslund",1.62232202562364,"1",49,1,"2529"
"2644","Albertslund",1.6260572847585,"3",49,3,"2024"
"2645","Albertslund",1.6260572847585,"3",49,3,"2529"
"2646","Albertslund",1.6260572847585,"3",49,3,"3034"
"2647","Albertslund",1.62334064147255,"3",49,4,"2024"
"2648","Albertslund",1.62334064147255,"3",49,4,"2529"
"2649","Albertslund",1.62334064147255,"3",49,4,"3034"
"2650","Albertslund",1.62334064147255,"3",49,4,"3034"
"2651","Albertslund",1.67319269802973,"3",49,1,"3034"
"2652","Albertslund",1.77544012505806,"3",49,5,"2529"
"2653","Albertslund",1.77544012505806,"3",49,5,"3034"
"2654","Albertslund",1.77544012505806,"3",49,5,"3034"
"2655","Albertslund",1.77544012505806,"3",49,5,"3034"
"2656","Albertslund",1.77544012505806,"3",49,5,"3539"
"2657","Albertslund",1.83268694936984,"3",49,1,"4044"
"2658","Albertslund",1.4879102070958,"3",49,3,"2529"
"2659","Albertslund",1.4879102070958,"3",49,3,"3034"
"2660","Albertslund",1.4879102070958,"3",49,3,"3539"
"2661","Albertslund",2.06923485836859,"3",49,1,"2024"
"2662","Albertslund",1.48165032383298,"2",49,2,"3539"
"2663","Albertslund",1.48165032383298,"2",49,2,"4044"
"2664","Albertslund",1.85285463268327,"3",49,5,"2529"
"2665","Albertslund",1.85285463268327,"3",49,5,"2529"
"2666","Albertslund",1.85285463268327,"3",49,5,"2529"
"2667","Albertslund",1.85285463268327,"3",49,5,"3034"
"2668","Albertslund",1.85285463268327,"3",49,5,"4044"
"2669","Albertslund",1.70105228819312,"3",49,5,"2529"
"2670","Albertslund",1.70105228819312,"3",49,5,"2529"
"2671","Albertslund",1.70105228819312,"3",49,5,"3034"
"2672","Albertslund",1.70105228819312,"3",49,5,"3034"
"2673","Albertslund",1.70105228819312,"3",49,5,"3539"
"2674","Albertslund",1.63495075726011,"3",49,1,"2529"
"2675","Albertslund",1.77389190211395,"1",49,1,"2024"
"2676","Albertslund",2.1477586007366,"3",49,2,"3034"
"2677","Albertslund",2.1477586007366,"3",49,2,"3034"
"2678","Albertslund",1.61518601489582,"2",49,2,"2024"
"2679","Albertslund",1.61518601489582,"2",49,2,"3034"
"2680","Albertslund",1.34802926329544,"1",49,4,"2024"
"2681","Albertslund",1.34802926329544,"1",49,4,"2529"
"2682","Albertslund",1.34802926329544,"1",49,4,"2529"
"2683","Albertslund",1.34802926329544,"1",49,4,"3034"
"2684","Albertslund",1.45265784140007,"1",49,2,"2529"
"2685","Albertslund",1.45265784140007,"1",49,2,"2529"
"2686","Albertslund",1.54636753790163,"3",49,3,"2529"
"2687","Albertslund",1.54636753790163,"3",49,3,"3034"
"2688","Albertslund",1.54636753790163,"3",49,3,"3034"
