Municipality,Fertility Rate,socio_economic_class,Age,Children,15-19,20-24,25-29,30-34,35-39,40-44,45-49
Billund,1.7859966526330453,2,49,24,4,5,5,5,5,0,0
Billund,1.9153745812097467,3,49,25,5,5,5,5,5,0,0
Billund,1.6768108717692893,2,49,25,5,5,5,5,5,0,0
Billund,1.8942963390859724,3,49,25,5,5,5,5,5,0,0
Billund,1.8585668956504056,3,49,25,5,5,5,5,5,0,0
Billund,2.1169871992794476,2,49,24,4,5,5,5,5,0,0
Billund,1.9528592123247754,2,49,24,4,5,5,5,5,0,0
Billund,2.1132056979002396,3,49,25,4,5,5,5,5,1,0
Billund,2.3016254660575997,3,49,24,4,5,5,5,5,0,0
Billund,1.8519837898661187,1,49,24,4,5,5,5,5,0,0
Billund,1.9140670617984517,3,49,24,4,5,5,5,5,0,0
Billund,1.605018867605172,3,49,26,5,5,5,5,5,1,0
Billund,1.8137732330147343,3,49,24,4,5,5,5,5,0,0
Billund,1.5782733179227129,3,49,24,4,5,5,5,5,0,0
Billund,2.1314692083625157,1,49,24,4,5,5,5,5,0,0
Billund,1.9539642645416655,3,49,25,5,5,5,5,5,0,0
Billund,2.1474135470469764,3,49,25,5,5,5,5,5,0,0
Billund,1.9223591813468872,3,49,25,5,5,5,5,5,0,0
Billund,2.1014090600704236,3,49,24,4,5,5,5,5,0,0
Billund,2.0647498485341833,2,49,24,4,5,5,5,5,0,0
Billund,2.0832145904425046,2,49,25,5,5,5,5,5,0,0
Billund,1.4905003956766278,1,49,24,4,5,5,5,5,0,0
Billund,1.9231982337758984,3,49,25,5,5,5,5,5,0,0
Billund,2.0108170507287197,1,49,25,5,5,5,5,5,0,0
Billund,1.8782075112283882,3,49,25,5,5,5,5,5,0,0
Billund,1.5630954182526018,2,49,25,5,5,5,5,5,0,0
Billund,2.013297503590644,1,49,24,4,5,5,5,5,0,0
Billund,2.044512786540786,1,49,25,5,5,5,5,5,0,0
Billund,1.7863426318694156,2,49,25,5,5,5,5,5,0,0
Billund,1.842608337520601,2,49,24,4,5,5,5,5,0,0
Billund,1.8675907025019136,3,49,25,5,5,5,5,5,0,0
Billund,1.9072544973987955,1,49,25,5,5,5,5,5,0,0
Billund,1.9041589158440895,2,49,25,5,5,5,5,5,0,0
Billund,1.8848797267000448,1,49,24,4,5,5,5,5,0,0
Billund,1.929228505413336,1,49,24,4,5,5,5,5,0,0
Billund,2.045116538870095,1,49,24,4,5,5,5,5,0,0
Billund,1.6753469383504327,3,49,24,4,5,5,5,5,0,0
Billund,1.48169084584118,2,49,24,4,5,5,5,5,0,0
Billund,1.9748548972711981,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.6639530885661376,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.3568442036571413,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.7726398406565136,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.3939819603632193,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6387353375824714,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.7641650675205958,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.4813651848869576,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.717158791393242,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.581112438709606,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.787072766658711,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.8350128918956616,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.8203607179189252,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.4258207182170182,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.8501056936996896,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.6956580625565711,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.9393134989499066,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.8543405882956245,2,49,25,4,5,5,5,5,1,0
Esbjerg,1.8826417993613236,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.5033529973006152,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.5107917558365636,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.938862248641662,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.5330852523264091,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.809047613589669,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.5099237417628169,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.836593040058918,3,49,24,4,5,5,5,5,0,0
Esbjerg,2.021209496148007,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.7569404888407905,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6444360483449034,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.568396305060053,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.5455080668251708,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.7219269982917504,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.5200453980489272,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6142680981374191,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.5495461832232178,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.727608883338223,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.5284856295467795,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.7129147338440647,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6323708920700397,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.4142030364644331,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6739788370074105,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.697583535840296,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6556809520427913,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.7992987813832553,3,49,24,4,5,5,5,5,0,0
Esbjerg,2.037832402920488,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6954105409867934,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6412451073088559,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.8608370082133314,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.492660756312765,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6667061783245014,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.885438904228741,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.622792704661635,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.9982552773067777,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.7344079792887348,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.78970679136908,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.43567235299925,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.7945638524874608,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.9508827586451778,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.3520134418470602,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.7274114373771403,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.582130786624123,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6529437019834052,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.47726503745109,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.805327669044488,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.4446698196064962,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.8665269323344174,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6509566490002727,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.5569761537334041,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.5871992728704019,3,49,25,4,5,5,5,5,1,0
Esbjerg,1.8639599091402952,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.8771424796058933,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.375314667047423,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.722363727450196,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.6063363797010104,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.8909898568015746,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.626102601507173,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.4600649314795147,3,49,26,5,5,5,5,5,1,0
Esbjerg,1.7185336273584388,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.7795651216451056,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.9307951870499502,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.742097534379046,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.5568182077176302,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.8442138208984606,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.8292740588466012,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.686245507090388,3,49,25,4,5,5,5,5,1,0
Esbjerg,1.7369837868498146,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.5220522543871187,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.2595692009330088,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.5446644689804043,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.7470854544073775,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.5749863965433268,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.5266746146873371,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.5460149211726386,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.2831053418060145,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.6355236358378102,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.5947254430287559,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.49953676503537,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.4822134847421178,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.6050902749192986,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.9638115567781331,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6960654203684564,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.4036072637732113,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.8387928790004464,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.351019603922031,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.8142853863735309,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.6117821171795994,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.7183783682630471,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.978900505335679,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.7225905603483818,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.761002170548541,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.7296447281430014,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.5975235209765353,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.929870570262421,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6064194764709323,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.8398935525734672,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.7677670758390402,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.4875053421259044,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.483050750113472,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6755401173949176,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.582502391920631,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.8512938983697027,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.8411514756025957,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.7101825825713586,3,49,25,4,5,5,5,5,1,0
Esbjerg,1.6348117843281278,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.65143641328623,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.5340342493143846,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.9360078692187201,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.9965225844076562,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.5562962107903104,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.4835005764684932,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.249185135985384,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.2226422964552812,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6929367612200539,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.653537937637138,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.5721283978584017,3,49,26,5,5,5,5,5,1,0
Esbjerg,1.8699451503515303,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6834429747350046,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.5984143042635395,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.7262673931244452,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6840402375373416,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.2883294491292068,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.691470736448463,3,49,24,4,5,5,5,5,0,0
Esbjerg,2.0213274330567876,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.6835034274408596,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.4057406981515599,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.8486770142786655,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.8613131689504256,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6698512999269617,2,49,26,5,5,5,5,5,1,0
Esbjerg,1.4934230646549607,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.58086155743355,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.4374460215688227,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.4714310829608253,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.6472337985041574,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.8646192887502582,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.4754969348629128,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.9187558576808457,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.8087170664253174,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.8004908289538872,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.9112856309426351,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.860002282875418,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.8405387497904888,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.441281345366726,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.689631321256603,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.695035683482298,3,49,25,4,5,5,5,5,1,0
Esbjerg,1.6609221212898884,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.5503933571242656,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6915334739519192,1,49,24,4,5,5,5,5,0,0
Esbjerg,1.9202414993471768,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.620778794753844,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.3018979992191073,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.800089515393943,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.516695572515396,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.7667406798650442,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.684583974578876,1,49,25,5,5,5,5,5,0,0
Esbjerg,1.922743832897961,2,49,25,5,5,5,5,5,0,0
Esbjerg,1.7854489331960544,2,49,24,4,5,5,5,5,0,0
Esbjerg,1.8220144679033843,3,49,25,5,5,5,5,5,0,0
Esbjerg,1.7341558317179493,3,49,24,4,5,5,5,5,0,0
Esbjerg,1.6527794215605967,3,49,25,5,5,5,5,5,0,0
Fredericia,1.3470756928341587,3,49,24,4,5,5,5,5,0,0
Fredericia,1.437606946981472,3,49,24,4,5,5,5,5,0,0
Fredericia,1.9429186798450069,1,49,25,5,5,5,5,5,0,0
Fredericia,1.511466020623328,3,49,24,4,5,5,5,5,0,0
Fredericia,1.924983313635521,3,49,25,5,5,5,5,5,0,0
Fredericia,1.5518106901832263,1,49,25,5,5,5,5,5,0,0
Fredericia,1.8164379257639118,3,49,25,5,5,5,5,5,0,0
Fredericia,1.5693296931621936,1,49,25,5,5,5,5,5,0,0
Fredericia,1.8696430911915334,3,49,25,5,5,5,5,5,0,0
Fredericia,1.6371459662169023,1,49,25,5,5,5,5,5,0,0
Fredericia,1.8680648989613657,3,49,25,5,5,5,5,5,0,0
Fredericia,1.9199304420251226,3,49,25,5,5,5,5,5,0,0
Fredericia,1.4056514111185918,1,49,24,4,5,5,5,5,0,0
Fredericia,1.629576529880297,1,49,25,5,5,5,5,5,0,0
Fredericia,1.905668083390346,3,49,24,4,5,5,5,5,0,0
Fredericia,1.801406138440061,2,49,25,5,5,5,5,5,0,0
Fredericia,1.697774515672343,3,49,25,5,5,5,5,5,0,0
Fredericia,1.844963281615125,3,49,25,5,5,5,5,5,0,0
Fredericia,1.8429674312772817,3,49,25,5,5,5,5,5,0,0
Fredericia,2.031909103855374,2,49,24,4,5,5,5,5,0,0
Fredericia,2.019935355703191,1,49,25,5,5,5,5,5,0,0
Fredericia,1.6866486937873775,3,49,24,4,5,5,5,5,0,0
Fredericia,1.8042304964097948,3,49,24,4,5,5,5,5,0,0
Fredericia,1.6452809559208248,3,49,25,5,5,5,5,5,0,0
Fredericia,1.515736616438815,3,49,25,5,5,5,5,5,0,0
Fredericia,1.6969504675382079,3,49,24,4,5,5,5,5,0,0
Fredericia,1.8930306942663078,3,49,25,5,5,5,5,5,0,0
Fredericia,1.7868451211314968,1,49,24,4,5,5,5,5,0,0
Fredericia,1.2258634448846912,1,49,25,5,5,5,5,5,0,0
Fredericia,1.8124302374986305,3,49,25,5,5,5,5,5,0,0
Fredericia,1.771996578757856,3,49,25,5,5,5,5,5,0,0
Fredericia,1.6522843049997387,3,49,24,4,5,5,5,5,0,0
Fredericia,1.831017262231066,3,49,24,4,5,5,5,5,0,0
Fredericia,1.786906871737969,3,49,24,4,5,5,5,5,0,0
Fredericia,1.9154687200857694,3,49,25,4,5,5,5,5,1,0
Fredericia,2.0584215508378683,1,49,25,5,5,5,5,5,0,0
Fredericia,1.555992021313155,3,49,24,4,5,5,5,5,0,0
Fredericia,1.707039889284346,2,49,25,5,5,5,5,5,0,0
Fredericia,1.8079988774440894,3,49,25,5,5,5,5,5,0,0
Fredericia,1.839241457765891,3,49,25,5,5,5,5,5,0,0
Fredericia,1.693018599376326,2,49,24,4,5,5,5,5,0,0
Fredericia,1.8614926297277659,3,49,25,5,5,5,5,5,0,0
Fredericia,1.7951732278906307,1,49,24,4,5,5,5,5,0,0
Fredericia,1.8456757413479035,3,49,24,4,5,5,5,5,0,0
Fredericia,1.7273303285205042,3,49,25,5,5,5,5,5,0,0
Fredericia,1.9288470385798784,3,49,24,4,5,5,5,5,0,0
Fredericia,1.9850508001214944,1,49,24,4,5,5,5,5,0,0
Fredericia,1.8709023067304613,2,49,24,4,5,5,5,5,0,0
Fredericia,1.8560933402305524,3,49,25,5,5,5,5,5,0,0
Fredericia,1.9107149623935398,1,49,24,4,5,5,5,5,0,0
Fredericia,1.870475711640258,2,49,25,5,5,5,5,5,0,0
Fredericia,1.95425228733642,3,49,25,4,5,5,5,5,1,0
Fredericia,1.9825908420630527,3,49,25,5,5,5,5,5,0,0
Fredericia,1.787508517281728,1,49,24,4,5,5,5,5,0,0
Fredericia,2.20818930931098,3,49,25,5,5,5,5,5,0,0
Fredericia,1.69863511412263,2,49,24,4,5,5,5,5,0,0
Fredericia,1.7369609520852458,1,49,24,4,5,5,5,5,0,0
Fredericia,1.5566341999347597,1,49,24,4,5,5,5,5,0,0
Fredericia,1.6996746829290605,3,49,25,5,5,5,5,5,0,0
Fredericia,1.9398828678343336,1,49,25,5,5,5,5,5,0,0
Fredericia,1.765050016937466,3,49,24,4,5,5,5,5,0,0
Fredericia,1.6269661455036604,3,49,25,5,5,5,5,5,0,0
Fredericia,1.8457466746679656,1,49,24,4,5,5,5,5,0,0
Fredericia,1.570811130505142,3,49,24,4,5,5,5,5,0,0
Fredericia,2.053474960137099,2,49,25,5,5,5,5,5,0,0
Fredericia,1.9273332132636658,2,49,25,5,5,5,5,5,0,0
Fredericia,1.7174073842313307,1,49,25,5,5,5,5,5,0,0
Fredericia,1.6932400224282362,3,49,25,4,5,5,5,5,1,0
Fredericia,1.940943099197227,3,49,24,4,5,5,5,5,0,0
Fredericia,1.8385029867664089,3,49,24,4,5,5,5,5,0,0
Fredericia,1.6421424852778232,1,49,24,4,5,5,5,5,0,0
Fredericia,1.5586998451003453,2,49,24,4,5,5,5,5,0,0
Fredericia,1.7150310694574777,2,49,25,5,5,5,5,5,0,0
Fredericia,1.7457861214932036,3,49,24,4,5,5,5,5,0,0
Fredericia,1.795424956220497,3,49,25,5,5,5,5,5,0,0
Fredericia,1.823297103857757,3,49,25,5,5,5,5,5,0,0
Fredericia,1.6369983249801359,1,49,24,4,5,5,5,5,0,0
Fredericia,2.0095225963454184,2,49,24,4,5,5,5,5,0,0
Fredericia,1.6036124886133207,3,49,25,5,5,5,5,5,0,0
Fredericia,1.832031658972531,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5238954435852143,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.3501964144300622,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.371315669497205,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5447769928971136,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5371587086209593,3,49,26,5,5,5,5,5,1,0
Frederiksberg,1.3628162622188125,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5220087431761715,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4748272451349478,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.41126608443267,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5716133420644542,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.3358625958848465,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4341226646270588,1,49,25,4,5,5,5,5,1,0
Frederiksberg,1.6258383054268422,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.3603812235427744,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.2442640106284961,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.387538048621804,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.6228754220787118,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.3055064555142923,3,49,25,4,5,5,5,5,1,0
Frederiksberg,1.3261409129117068,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5208394991677312,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.6838685201712489,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.320715343781904,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.454518894964766,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.7125905594488642,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5095876927973686,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5732978867910608,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4738418550078445,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5561845719428604,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4535085448062608,3,49,25,4,5,5,5,5,1,0
Frederiksberg,1.5836119357357294,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4437650584191875,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4360529978167085,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4396564677764905,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.351740546094844,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5526909990433575,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5396694616093727,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5628093295253356,3,49,25,4,5,5,5,5,1,0
Frederiksberg,1.3921189463611936,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4857799855772185,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5660988218573955,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.6498444240397567,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.2970818985237724,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5196412581133152,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5958125662582412,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5591297765474792,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5502535722346573,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.297969931979307,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.3975292452911632,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.467633834384114,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4811659783677724,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.578906588149436,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.2592137239955006,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4172492431979142,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4144605147712783,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4677324383797528,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.6333667117708135,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4646452132089094,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.526990941193482,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.356391372810564,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5387244902659514,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4918517085120047,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.7224822389518284,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.332803030762141,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.680930321625424,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.627002850921964,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4237672330415445,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.7336842551784408,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5482411046719255,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.7183246690999145,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.682031610885671,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.6035969042670004,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5601258274442926,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.6126212265811755,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4391112537135877,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.3960767917935466,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.6227867169582286,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.719125634824224,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5001695815121865,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.3554772704316347,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.2625279652280117,1,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5657195875360932,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.5344191821886641,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.7607646245427218,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.6586025480296964,3,49,26,5,5,5,5,5,1,0
Frederiksberg,1.5420999241059499,2,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4190600190145386,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.2171418054559253,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.721032125003086,3,49,24,4,5,5,5,5,0,0
Frederiksberg,1.4750350786449886,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.2569882079502146,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.4594784911975764,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.388886211530712,1,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5931414321402615,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.625089565139612,3,49,25,5,5,5,5,5,0,0
Frederiksberg,1.5891913651631762,2,49,25,5,5,5,5,5,0,0
Frederiksberg,1.369540680363272,1,49,24,4,5,5,5,5,0,0
